DEPARTMENT_NAME,TITLE,REGULAR,OTHER,OVERTIME,INJURED,DETAIL,QUINN_EDUCATION_INCENTIVE,TOTAL_GROSS
Hernandez K-8,Cluster Substitute,"13,928.01",500,,,,,"14,428.01"
Enrollment Services,Employment Agreement,"14,425.00",,,,,,"14,425.00"
English Language Learn,Intern 3,"14,179.00",,243.01,,,,"14,422.01"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,419.79",,,,,,"14,419.79"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,411.13","1,000.00",,,,,"14,411.13"
Boston Cntr - Youth & Families,Program Assistant I,"13,672.68",735.09,,,,,"14,407.77"
BPS Boston Comm Leadership Ac,Part-Time Cafeteria Attendant,"14,380.49",,26.14,,,,"14,406.63"
BPS Higginson Elementary,Paraprofessional,"14,403.97",,,,,,"14,403.97"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,397.16",,,,,,"14,397.16"
BPS Transportation,Cab Monitor HE,"14,381.52",,,,,,"14,381.52"
"UP ""Unlocking Potential"" Acad",Paraprofessional,"12,049.62",,"2,331.52",,,,"14,381.14"
Warren/Prescott K-8,Paraprofessional,"14,233.97",147,,,,,"14,380.97"
BPS Facility Management,Part-Time Custodian,"14,377.84",,,,,,"14,377.84"
BPS Sumner Elementary,Coord-Manager (B),"14,366.54",,,,,,"14,366.54"
East Boston EEC,Surround Care Paraprofessional,"14,363.21",,,,,,"14,363.21"
"Kennedy, EM Health Academy",Cluster Substitute,"14,362.12",,,,,,"14,362.12"
Boston Public Library,Sr Library Asst (Branch),"14,330.80",,30.71,,,,"14,361.51"
BPS Equity,Intern 3,"14,340.00",,,,,,"14,340.00"
BPS Substitute Teachers/Nurs,Substitute Teacher,"14,330.77",,,,,,"14,330.77"
Henderson Elementary,Director Of Instruction,,,,,,,"14,326.30"
BPS Facility Management,Part-Time Custodian,"14,319.21",,,,,,"14,319.21"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"11,803.83","2,500.00",,,,,"14,303.83"
BPS Special Education,SPED Coverage Paraprofessional,"14,296.94",,,,,,"14,296.94"
Eliot K-8,Paraprofessional,"13,304.20",991.74,,,,,"14,295.94"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"14,292.63",,,,,,"14,292.63"
Lyndon K-8,Part-Time Cafeteria Attendant,"14,241.82",,24.68,,,,"14,266.50"
BPS Special Education,ABA Specialist (BTU),"14,263.06",,,,,,"14,263.06"
BPS Transportation,Standby Cab Monitor HE,"14,257.30",,,,,,"14,257.30"
"Greenwood, S K-8",Paraprofessional,"14,246.53",,,,,,"14,246.53"
BPS Facility Management,Part-Time Custodian,"14,245.91",,,,,,"14,245.91"
BPS Perkins Elementary,Paraprofessional,"14,233.97",,,,,,"14,233.97"
BPS Harvard/Kent Elementary,Paraprofessional,"14,233.97",,,,,,"14,233.97"
BPS O'Bryant School,Paraprofessional,"14,233.97",,,,,,"14,233.97"
Edison K-8,Paraprofessional,"14,233.88",,,,,,"14,233.88"
BPS Transportation,Cab Monitor HE,"14,211.92",,,,,,"14,211.92"
BPS Substitute Teachers/Nurs,Per Diem Substitute Teacher,"14,211.17",,,,,,"14,211.17"
Boston Police Department,Police Officer,"2,249.94","11,596.10",,,,356.63,"14,202.67"
BPS Chittick Elementary,Part-Time Cafeteria Attendant,"14,149.89",,48.36,,,,"14,198.25"
Transportation-Parking Clerk,Claims Investigator(Opc),"13,945.62",250,,,,,"14,195.62"
BPS O'Bryant School,Program Director (Basas 9A),,,,,,,"14,190.92"
BPS Transportation,Standby Cab Monitor HE,"14,185.79",,,,,,"14,185.79"
Research Assess & Eval,Analyst (C),"14,168.50",,,,,,"14,168.50"
BPS Irving Middle,Teacher,"14,168.12",,,,,,"14,168.12"
Jackson/Mann K-8,Paraprofessional,"14,161.62",,,,,,"14,161.62"
Frederick Pilot Middle,Employment Agreement,"14,160.30",,,,,,"14,160.30"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"14,159.64",,,,,,"14,159.64"
BPS Mckay Elementary,Lunch Hour Monitors,"10,987.58","3,171.78",,,,,"14,159.36"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"14,112.56",25,,,,,"14,137.56"
Kilmer K-8,Paraprofessional,"14,136.62",,,,,,"14,136.62"
BPS Transportation,Cab Monitor HE,"14,136.58",,,,,,"14,136.58"
Curley K-8,Paraprofessional,"13,849.26",280,,,,,"14,129.26"
BPS Otis Elementary,Paraprofessional,"14,121.62",,,,,,"14,121.62"
Gardner Pilot  Academy,Teacher,"14,119.68",,,,,,"14,119.68"
Hernandez K-8,Part-Time Cafeteria Attendant,"14,114.50",,,,,,"14,114.50"
BPS Horace Mann,Employment Agreement,"14,100.00",,,,,,"14,100.00"
BPS Boston Evening Academy,Community Field Coordinator,"14,096.68",,,,,,"14,096.68"
Workers Compensation Service,Workers Comp Job Classificatn,,,,"14,094.08",,,"14,094.08"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"14,085.57",,,,,,"14,085.57"
Henderson Elementary,Part-Time Cafeteria Attendant,"13,985.11",,74.04,,,,"14,059.15"
BPS Kenny Elementary,Paraprofessional,"14,049.12",,,,,,"14,049.12"
Edison K-8,Part-Time Cafeteria Attendant,"14,046.67",,,,,,"14,046.67"
Food & Nutrition Svc,Principal Clerk Typist 25,"14,044.55",,,,,,"14,044.55"
Mattahunt Elementary School,Paraprofessional,"14,041.62",,,,,,"14,041.62"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,561.19",480,,,,,"14,041.19"
BPS Orchard Gardens K-8 Pilot,Part-Time Cafeteria Attendant,"14,011.99",,23.72,,,,"14,035.71"
BPS Mckay Elementary,Prin Clerk/School Sec 19,"14,032.78",,,,,,"14,032.78"
BPS Transportation,Cab Monitor HE,"14,030.77",,,,,,"14,030.77"
Henderson Elementary,Part-Time Cafeteria Attendant,"14,026.59",,,,,,"14,026.59"
Election Division,Asst Reg Voters Hourly,"13,570.80",,455.63,,,,"14,026.43"
BPS Athletics,Coach (NonTPP),"14,025.50",,,,,,"14,025.50"
Higginson/Lewis K-8,Teacher,,"14,022.50",,,,,"14,022.50"
Boston Police Department,School Traffic Supv,"13,217.53",801.26,,,,,"14,018.79"
BPS Fenway High,Paraprofessional,"14,013.80",,,,,,"14,013.80"
BPS Bradley Elementary,Part-Time Cafeteria Attendant,"13,972.30",,35.58,,,,"14,007.88"
BPS High School Renewal,Employment Agreement,"14,000.00",,,,,,"14,000.00"
Tech Boston Academy,Part-Time Cafeteria Attendant,"13,999.87",,,,,,"13,999.87"
BPS Facility Management,Part-Time Custodian,"13,996.78",,,,,,"13,996.78"
BPS Facility Management,Part-Time Custodian,"13,996.77",,,,,,"13,996.77"
Boston Police Department,School Traffic Supv,"13,200.85",791.74,,,,,"13,992.59"
Curley K-8,Teacher,"13,988.20",,,,,,"13,988.20"
BPS Perkins Elementary,Lunch Hour Monitors,"13,738.20",250,,,,,"13,988.20"
BPS Harvard/Kent Elementary,Teacher,"13,979.58",,,,,,"13,979.58"
Mattahunt Elementary School,Part-Time Cafeteria Attendant,"13,583.28",,394.22,,,,"13,977.50"
BPS Hennigan Elementary,Teacher,,"13,973.00",,,,,"13,973.00"
Curley K-8,Paraprofessional,"12,396.09","1,575.00",,,,,"13,971.09"
Boston Cntr - Youth & Families,Lifeguard I,"13,547.55",,420.37,,,,"13,967.92"
Gardner Pilot  Academy,Surround Care Paraprofessional,"13,965.64",,,,,,"13,965.64"
BPS Health and Wellness,Employment Agreement,"13,956.25",,,,,,"13,956.25"
BPS Transportation,Standby Cab Monitor HE,"13,945.63",,,,,,"13,945.63"
BPS Facility Management,Part-Time Custodian,"13,945.48",,,,,,"13,945.48"
BPS Special Education,Speech & Language Pathologist,"13,945.24",,,,,,"13,945.24"
BPS Facility Management,Part-Time Custodian,"13,916.14",,,,,,"13,916.14"
"Kennedy, EM Health Academy",Cluster Substitute,"13,904.97",,,,,,"13,904.97"
BPS Madison Park High,Part-Time Cafeteria Attendant,"13,860.67",,24.68,,,,"13,885.35"
Warren/Prescott K-8,Paraprofessional,"13,878.26",,,,,,"13,878.26"
BPS Substitute Teachers/Nurs,Substitute Teacher,"13,869.11",,,,,,"13,869.11"
BPS Adult Education,Adult Ed-Tchr/Asst,"13,862.99",,,,,,"13,862.99"
Boston Police Department,Employment Agreement,"13,860.00",,,,,,"13,860.00"
BPS Timilty Middle,Prin Clerk/School Sec 19,"13,851.52",,,,,,"13,851.52"
Curley K-8,Paraprofessional,"13,849.26",,,,,,"13,849.26"
Warren/Prescott K-8,Paraprofessional,"13,849.26",,,,,,"13,849.26"
King K-8,Paraprofessional,"13,849.26",,,,,,"13,849.26"
Mayor's Office,Chief Communications Offcr,"13,846.15",,,,,,"13,846.15"
Mayor's Office,Chief Of Staff,"13,846.15",,,,,,"13,846.15"
Mayor's Office,Chief Policy & Planning,"13,846.15",,,,,,"13,846.15"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"5,522.24","8,320.00",,,,,"13,842.24"
Eliot K-8,Paraprofessional,"12,849.67",991.74,,,,,"13,841.41"
BPS Special Education,ABA Specialist (BTU),"13,817.60",,,,,,"13,817.60"
BPS Special Education,ABA Specialist (BTU),"13,817.60",,,,,,"13,817.60"
Eliot K-8,Paraprofessional,"12,839.67",977.68,,,,,"13,817.35"
BPS Special Education,ABA Specialist (BTU),"13,817.11",,,,,,"13,817.11"
BPS Charlestown High,Cluster Substitute,"13,327.18",485.92,,,,,"13,813.10"
BPS Everett Elementary,Paraprofessional,"13,811.55",,,,,,"13,811.55"
BPS Orchard Gardens K-8 Pilot,Teacher,,"13,810.50",,,,,"13,810.50"
BPS Burke High,Teacher,"13,806.32",,,,,,"13,806.32"
BPS Facility Management,Part-Time Custodian,"13,806.20",,,,,,"13,806.20"
BPS Boston School Committee,Employment Agreement,"13,805.00",,,,,,"13,805.00"
Public Works Department,Laborer Seasonal  (PW),"13,803.03",,,,,,"13,803.03"
BPS Ohrenberger Elementary,Part-Time Cafeteria Attendant,"13,777.50",,23.72,,,,"13,801.22"
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"13,791.73",,,,,,"13,791.73"
English Language Learn,Asst Superintendent,,"13,785.21",,,,,"13,785.21"
BPS Everett Elementary,Prin Clerk/School Sec 19E,,"13,779.50",,,,,"13,779.50"
Kilmer K-8,Paraprofessional,"13,768.80",,,,,,"13,768.80"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,760.83",,,,,,"13,760.83"
BPS Facility Management,Jr Custodian,"7,352.40","6,405.17",1.35,,,,"13,758.92"
Mattahunt Elementary School,Paraprofessional,"13,753.65",,,,,,"13,753.65"
BPS Facility Management,Part-Time Custodian,"13,747.60",,,,,,"13,747.60"
Boston Public Library,Prin Library Asst,"5,649.84","8,094.28",,,,,"13,744.12"
Tech Boston Academy,Social Worker/Coordinator,"13,739.04",,,,,,"13,739.04"
BPS Facility Management,Part-Time Custodian,"13,732.78",,,,,,"13,732.78"
School Support & Tranformation,Director E Non Acad,"13,730.78",,,,,,"13,730.78"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"13,724.66",,,,,,"13,724.66"
BPS Facility Management,Part-Time Custodian,"13,718.28",,,,,,"13,718.28"
Parks Department,Laborer (Park),"9,834.65",,"3,882.08",,,,"13,716.73"
BPS Facility Management,Asst Supv Custodians,,"13,707.50",,,,,"13,707.50"
Tobin K-8,Lunch Hour Monitors,"13,699.42",,,,,,"13,699.42"
Tobin K-8,Part-Time Cafeteria Attendant,"13,555.91",,139.11,,,,"13,695.02"
BPS Facility Management,Part-Time Custodian,"13,688.81",,,,,,"13,688.81"
BPS Condon Elementary,SpEd Support Svcs Coordinator,"5,544.94","8,142.67",,,,,"13,687.61"
BPS Guild Elementary,Prin Clerk/School Sec 19,"13,679.05",,,,,,"13,679.05"
BPS Counseling Service,School Psychologist(1),"13,673.00",,,,,,"13,673.00"
BPS Mather Elementary,Lunch Hour Monitors,"11,123.42","2,544.00",,,,,"13,667.42"
BPS Welcome Services,Hot Line Worker HE,"13,665.20",,,,,,"13,665.20"
BPS Special Education,SPED Coverage Paraprofessional,"13,658.82",,,,,,"13,658.82"
Mattahunt Elementary School,Paraprofessional,"13,656.91",,,,,,"13,656.91"
Traffic Division,Jr Eng Aid,"13,652.03",,,,,,"13,652.03"
Property Management,Security Offc (Prot Ser),"12,077.34","1,570.33",,,,,"13,647.67"
Henderson Elementary,Part-Time Cafeteria Attendant,"13,630.37",,,,,,"13,630.37"
BPS Facility Management,Part-Time Custodian,"13,630.35",,,,,,"13,630.35"
BPS Transportation,Cab Monitor HE,"13,629.65",,,,,,"13,629.65"
Alighieri Montessori School,Paraprofessional,"13,624.89",,,,,,"13,624.89"
BPS Everett Elementary,Lunch Hour Monitors,"13,622.50",,,,,,"13,622.50"
BPS Mendell Elementary,Lunch Hour Monitors,"10,618.38","3,003.20",,,,,"13,621.58"
BPS Special Education,One to One Para,"13,616.18",,,,,,"13,616.18"
Haynes EEC,Teacher,"13,605.40",,,,,,"13,605.40"
BPS Boston International HS,Teacher,"4,668.91","8,928.00",,,,,"13,596.91"
BPS Mather Elementary,Part-Time Cafeteria Attendant,"13,596.30",,,,,,"13,596.30"
Traffic Division,Vehicle Impound Specialist ##,"13,589.56",,,,,,"13,589.56"
BPS Substitute Teachers/Nurs,Substitute Teacher,"13,586.58",,,,,,"13,586.58"
Inspectional Services Dept,Health Inspector##,"13,332.82",250,,,,,"13,582.82"
BPS Chittick Elementary,Paraprofessional,"13,575.40",,,,,,"13,575.40"
BPS Manning Elementary,Paraprofessional,"13,574.57",,,,,,"13,574.57"
BPS Substitute Teachers/Nurs,Substitute Teacher,"13,571.54",,,,,,"13,571.54"
BPS Athletics,Coach (NonTPP),"8,503.00","5,058.00",,,,,"13,561.00"
BPS Charlestown High,Cluster Substitute,"13,062.12",485.92,,,,,"13,548.04"
BPS Sumner Elementary,Asst Principal Elementary,,,,,,,"13,547.58"
Lyon K-8,Paraprofessional,"13,209.87",337.44,,,,,"13,547.31"
BPS Special Education,Sum Sch - BTU Prof,"13,063.39",480,,,,,"13,543.39"
Transportation-Parking Clerk,Hearings Employee,"13,537.50",,,,,,"13,537.50"
BPS Athletics,Coach (NonTPP),"13,531.65",,,,,,"13,531.65"
BPS East Boston High,Part-Time Cafeteria Attendant,"13,527.39",,,,,,"13,527.39"
BPS Boston Arts Academy,Part-Time Cafeteria Attendant,"13,389.65",,136.49,,,,"13,526.14"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,511.94",,,,,,"13,511.94"
King K-8,Part-Time Cafeteria Attendant,"13,506.42",,,,,,"13,506.42"
BPS Special Education,ABA Specialist (BTU),"13,502.74",,,,,,"13,502.74"
Boston City Council,Secretary,"13,500.00",,,,,,"13,500.00"
Boston Police Department,Police Officer,"13,496.89",,,,,,"13,496.89"
Parks Department,Summer Youth Worker,"13,496.25",,,,,,"13,496.25"
Unified Student Svc,Tutor Home & Hospital,"13,494.19",,,,,,"13,494.19"
BPS Office Of Budget Mgmt,Coord-Manager B,"13,492.39",,,,,,"13,492.39"
Curley K-8,Lunch Hour Monitors,"9,190.99","4,300.00",,,,,"13,490.99"
BPS Business Service,BPS Worker's Comp Job Class,,,,"13,484.64",,,"13,484.64"
BPS Special Education,SPED Coverage Paraprofessional,"13,468.24",,,,,,"13,468.24"
BPS Murphy Elementary,Part-Time Cafeteria Attendant,"13,366.60",100,,,,,"13,466.60"
BPS Business Service,BPS Worker's Comp Job Class,,,,"13,444.88",,,"13,444.88"
BPS Channing Elementary,Paraprofessional,"13,430.65",,,,,,"13,430.65"
BPS Athletics,Coach (NonTPP),"13,422.00",,,,,,"13,422.00"
BPS Transportation,Cab Monitor,"13,409.60",,,,,,"13,409.60"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,394.77",,,,,,"13,394.77"
Curley K-8,Part-Time Cafeteria Attendant,"13,365.09",,24.68,,,,"13,389.77"
BPS East Boston High,Part-Time Cafeteria Attendant,"13,378.12",,,,,,"13,378.12"
BPS Orchard Gardens K-8 Pilot,Lunch Hour Monitors,"13,372.86",,,,,,"13,372.86"
Eliot K-8,Paraprofessional,"11,174.58","2,189.77",,,,,"13,364.35"
BPS Facility Management,Part-Time Custodian,"13,359.06",,,,,,"13,359.06"
Boston Police Department,School Traffic Supv,"12,641.55",698.05,,,,,"13,339.60"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,337.07",,,,,,"13,337.07"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,336.15",,,,,,"13,336.15"
BPS Timilty Middle,Paraprofessional,"13,333.31",,,,,,"13,333.31"
Umana Middle,Cluster Substitute,"13,327.18",,,,,,"13,327.18"
BPS Lee Elementary,Part-Time Cafeteria Attendant,"13,280.75",,45.5,,,,"13,326.25"
BPS Sumner Elementary,Paraprofessional,"13,322.22",,,,,,"13,322.22"
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"13,320.95",,,,,,"13,320.95"
Parks Department,Admin Asst,"13,310.22",,,,,,"13,310.22"
BPS Quincy Elementary,Teacher,,"13,307.82",,,,,"13,307.82"
BPS Athletics,Coach (NonTPP),"13,288.00",,,,,,"13,288.00"
BPS Athletics,Coach (NonTPP),"13,288.00",,,,,,"13,288.00"
Henderson Elementary,Part-Time Cafeteria Attendant,"13,281.21",,,,,,"13,281.21"
Boston Police Department,School Traffic Supv,"12,463.50",816.75,,,,,"13,280.25"
BPS Ohrenberger Elementary,Part-Time Cafeteria Attendant,"13,256.11",,23.72,,,,"13,279.83"
BPS Hale Elementary,Part-Time Cafeteria Attendant,"13,273.16",,,,,,"13,273.16"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,269.36",,,,,,"13,269.36"
BPS Substitute Teachers/Nurs,Substitute Teacher,"13,265.59",,,,,,"13,265.59"
BPS Human Resource Team,Director (NonAcad) D,"13,260.00",,,,,,"13,260.00"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,062.12",192,,,,,"13,254.12"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,253.34",,,,,,"13,253.34"
BPS Facility Management,Part-Time Custodian,"13,249.25",,,,,,"13,249.25"
Boston Police Department,Police Officer,"13,233.54",,,,,,"13,233.54"
Boston Public Library,Library Aide,"13,230.00",,,,,,"13,230.00"
Public Works Department,Laborer Seasonal  (PW),"11,895.92",,"1,333.23",,,,"13,229.15"
Boston Police Department,School Traffic Supv,"12,404.15",816.75,,,,,"13,220.90"
BPS Transportation,Hot Line Worker HE,"13,213.70",,,,,,"13,213.70"
Consumer Affairs & Licensing,Commissioner (Cannabis Bd),"13,200.00",,,,,,"13,200.00"
Election Division,Asst Reg Voters Hourly,"9,865.80",,"3,332.05",,,,"13,197.85"
BPS Mason Elementary,Paraprofessional,"13,189.67",,,,,,"13,189.67"
BPS Hale Elementary,Prin Clerk/School Sec 19,"13,177.64",,,,,,"13,177.64"
Public Works Department,Laborer Seasonal  (PW),"13,175.62",,,,,,"13,175.62"
BPS Blackstone Elementary,Part-Time Cafeteria Attendant,"13,140.71",,22.75,,,,"13,163.46"
Boston Police Department,School Traffic Supv,"12,344.80",816.75,,,,,"13,161.55"
BPS Adams Elementary,Part-Time Cafeteria Attendant,"13,145.43",,,,,,"13,145.43"
BPS Hale Elementary,Paraprofessional,"13,133.34",,,,,,"13,133.34"
BPS Special Education,ABA Specialist (BTU),"13,126.72",,,,,,"13,126.72"
Dpt of Innovation & Technology,Data Proc Sys Analyst,"13,101.30",25,,,,,"13,126.30"
Eliot K-8,Prin Clerk/School Sec 19,,"13,125.50",,,,,"13,125.50"
Henderson Elementary,Director Of Instruction,,,,,,,"13,122.43"
Boston City Council,Admin Asst (Cc),"13,120.00",,,,,,"13,120.00"
BPS Facility Management,Part-Time Custodian,"13,117.32",,,,,,"13,117.32"
Parks Department,Laborer Seasonal (Parks),"9,517.13",,"3,591.54",,,,"13,108.67"
Boston Police Department,School Traffic Supv,"12,285.45",816.75,,,,,"13,102.20"
Boston Police Department,School Traffic Supv,"12,285.45",816.75,,,,,"13,102.20"
Gardner Pilot  Academy,Lunch Hour Monitors,"13,095.94",,,,,,"13,095.94"
BPS Latin Academy,Part-Time Cafeteria Attendant,"13,047.82",,47.44,,,,"13,095.26"
BPS Sumner Elementary,Lunch Hour Monitors,"10,131.63","2,950.00",,,,,"13,081.63"
Mayor's Office,Temporary Mayoral  Staff,"13,076.94",,,,,,"13,076.94"
BPS Boston Arts Academy,Cluster Substitute,"13,062.12",,,,,,"13,062.12"
UP Academy Holland,Part-Time Cafeteria Attendant,"11,439.22","1,617.75",,,,,"13,056.97"
BPS Philbrick Elementary,Lunch Hour Monitors,"12,542.42",500,,,,,"13,042.42"
BPS Bradley Elementary,Paraprofessional,"13,032.18",,,,,,"13,032.18"
BPS Orchard Gardens K-8 Pilot,Coord-Manager (B),"13,025.95",,,,,,"13,025.95"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"13,016.89",,,,,,"13,016.89"
Ellison/Parks EES,Part-Time Cafeteria Attendant,"12,984.90",,,,,,"12,984.90"
Boston Police Department,School Traffic Supv,"12,463.50",520,,,,,"12,983.50"
BPS Madison Park High,Paraprofessional,"12,981.03",,,,,,"12,981.03"
BPS Facility Mgmt/A & R,Asst Director (D) (non ac),"12,962.36",,,,,,"12,962.36"
BPS Special Education,Speech & Language Pathologist,"12,962.24",,,,,,"12,962.24"
Food & Nutrition Svc,Coord-Manager (D),"12,957.69",,,,,,"12,957.69"
BPS Long Term Leave,BPS Bi-Weekly 26 Leave,"12,750.86",206.38,,,,,"12,957.24"
BPS High School Renewal,Employment Agreement,"12,953.75",,,,,,"12,953.75"
BPS Facility Management,Jr Cust/Nights,"11,315.96",,"1,633.66",,,,"12,949.62"
BPS Transportation,Cab Monitor HE,"12,931.96",,,,,,"12,931.96"
Boston Police Department,School Traffic Supv,"12,226.10",698.05,,,,,"12,924.15"
Gardner Pilot  Academy,Lunch Hour Monitors,"12,913.52",,,,,,"12,913.52"
BPS Facility Management,Jr Custodian,"12,906.65",,,,,,"12,906.65"
Boston Public Library,Sr Library Asst,"12,897.72",,,,,,"12,897.72"
BPS Boston Comm Leadership Ac,Part-Time Cafeteria Attendant,"12,870.00",,23.19,,,,"12,893.19"
Higginson/Lewis K-8,Paraprofessional,"12,886.96",,,,,,"12,886.96"
Boston Fire Department,Sr Admin Asst,"11,466.07","1,420.71",,,,,"12,886.78"
BPS Transportation,Cab Monitor,"12,884.36",,,,,,"12,884.36"
BPS Perkins Elementary,Paraprofessional,"12,872.50",,,,,,"12,872.50"
Boston Police Department,School Traffic Supv,"12,048.05",816.75,,,,,"12,864.80"
Boston Police Department,School Traffic Supv,"12,048.05",816.75,,,,,"12,864.80"
Boston Police Department,School Traffic Supv,"12,048.05",816.75,,,,,"12,864.80"
BPS Equity,Intern 3,"12,864.00",,,,,,"12,864.00"
BPS Welcome Services,Hot Line Worker,"12,847.44",,,,,,"12,847.44"
BPS Murphy Elementary,Lunch Hour Monitors,"12,845.57",,,,,,"12,845.57"
Boston Police Department,Police Detective,522.03,"12,311.46",,,,,"12,833.49"
BPS Special Education,ABA Specialist (BTU),"12,826.71",,,,,,"12,826.71"
BPS Boston Latin,Part-Time Cafeteria Attendant,"12,820.82",,,,,,"12,820.82"
Boston Cntr - Youth & Families,Lifeguard I,"12,811.86",,,,,,"12,811.86"
ASD Human Resources,Student Intern,"12,810.00",,,,,,"12,810.00"
Boston Police Department,School Traffic Supv,"12,288.22",520,,,,,"12,808.22"
