ratings,dates,review_text
3,2019-01-14,"Ordered 5 of these candles as gifts. One of the 5 was melted a bit, so not good for gifting."
1,2021-11-22,I read the reviews and figured I’d give the Sparkling Cinnamon a shot. Quite disappointed. The flame flickers heavily producing an extra amount of stinky smoke and the cinnamon smell is nonexistent.
2,2019-02-15,There were color changes in the candle and many imperfections visible through the glass. Normally this is a smooth solid color. I bought this for a gift but wasn't comfortable gifting it with this appearance.
3,2018-11-10,Didn’t smell when lit. I couldn’t smell it after it was lit and it didn’t have the quality most YC do for some reason.
2,2020-12-22,First time ever ordering Yankee candles there was “no wick”  So looking forward to enjoying it. No luck!
3,2019-01-09,Not much scent. First time buyer of a Yankee candle. Purchased four wish I had not !
1,2018-10-26,My family absolutely loves the cinnamon fragrance of this candle. we only wish that it was available year-round.I originally gave this candle an excellent review because in the past I have loved the fragrance.However with this particular candle we continually have problems with the wick.  The the candle keeps burning out because of the wick.  I think it is defective
1,2018-03-28,"Burning a hole right down the middle of the candle, leaving a half inch ring of solid wax as it goes. :-(  Very disappointed to have a Yankee candle do this."
3,2020-01-27,Smelt better in the store.
3,2020-02-22,Did not burn evenly and about 1/3 was wasted
1,2017-10-25,Is this a legit Yankee Candle? I have been burning this for over an hour and I cannot smell it if I am more than one foot away. Complete waste of money.
1,2019-11-16,"""A heartwarming blend of cinnamon, baking spices, and a hint of freshly poured tea""???NOPE. A foul smell of wax and oil. Very gross smell. Very fond of Yankee candles, but this one is BAD! Returning to Amazon, regardless that its been lit and burned for 20 minutes.SKIP IT"
1,2022-03-17,This candle burned at such a low flame that it burned a hole down into the wax without melting half of it. I've never had this problem with Yankee Candles before this purchase.
4,2020-04-07,Bought this as a gift bc of a good deal.
2,2019-05-30,Received candle today opened the box and the jar was shattered. It smells great but is of no use to me. It cannot be burned or gifted.
3,2021-01-19,Not as strong in fragrance as other Yankee Candles.
1,2021-12-26,I thought this Yankee candle would offer a aroma that would permeate the house. It doesn’t even smell! I will never purchase this product again! Not worth the money! I don’t mind paying for a candle as long as I can smell it. This one doesn’t! Don’t waste your time or money.
2,2014-05-15,"My kids bought this for me for Mother's Day and while I love it for that reason alone, I am extremely disappointed that the smell doesn't carry well. It is strong in the unlit candle but once lit, it is nonexistent. Yankee candles were the best of the best but I couldn't be more disappointed in a candle."
5,2014-10-31,Wonderful homey smell!
1,2019-12-30,"Had very little scent. It seems like perhaps it was old. I bought one at the Yankee Candle Store and it smelled very good. This one you can only smell if you hold it up to your nose. Although the price was good, it only provides candle light. It also smokes a lot when disguised."
3,2018-07-01,Scent must have changed at some point over the years. It's now more butterscotch scent instead of creamy.
3,2018-12-08,I didn't want this after you see you need to stick the black pad on the wall.  Stinks that such a light item costs $8 to return
2,2021-07-30,Smells great if you're right next to it but it doesn't fill a room.
1,2020-12-22,"For a candle, it functions well. For a Yankee Candle, definitely not the quality I’m used to. The top looked like it had melted some but I didn’t order it during any extreme heat. I’ve also burned the candle twice now and it doesn’t give off any smell, which is why I purchased it."
2,2021-12-01,"The scent was nonexistent. I ordered another one. Hopefully, it is better than this one. I'd hate to get another dud."
1,2019-12-06,"I love yankee candles. That’s the only brand I buy. I light candies everyday. BUT , this candle gives off no scent at all. I don’t think it’s a real yankee candle. The price was much lower that is why I bought it. I bought another scent as well and it does not give off any scent either."
2,2020-10-08,This candle is not worth the money. There is no scent. Yankees candles can usually be smelled through the whole house.  Not this one. Dont waste your money!
4,2020-11-04,If vanilla is your thing
1,2021-12-11,"Very fake sent, jar not sealed, making it awkward to give as a gift."
3,2020-12-07,The smell was not as strong as I expected but it was still nice..I LOVE yankee candles
4,2011-12-05,"I bought this for our living room and it smells absolutely delicious! Smells very sweet and very strong so definitely recommended for larger rooms. The only thing is that it's quite a pricey candle but then again, they are great quality candles."
3,2018-11-17,Didn't burn well not very strong aroma
1,2020-10-21,Very disappointed in these candles. Very little to no  fragrance. I burned and also tried to even use as a tart melt. I would not suggest this candle if you’re looking for a scented candle
2,2018-09-20,They didn't have a very strong fragrance like most Yankee candles have.
3,2019-12-16,Scent not strong at all
3,2018-12-14,smells good but wax looked weird upon arrival... hoping its actual yankee candle and not something homemade haha
4,2017-02-01,worth the money
4,2016-12-02,Buy it again....
3,2019-11-22,Scent isnt like normal yankee candle
3,2019-12-11,Not much aroma!
3,2017-12-21,"The wick is too small for the candle and it tunnels badly. Other than that, good product."
4,2020-02-14,"The scent is strong when you directly smell the candle itself, but not when you light it up."
4,2018-06-18,STRONGly scented.
4,2016-12-17,they made great gifts
1,2020-11-10,"I'm going with the other reviews of the sparkling cinnamon.  If it is authentic, it's definitely not up to standards of Yankee Candle.  It isn't burning evenly and has an ""off"" aroma.  My family never comments on my candle obsession, but each one has asked me to throw this one away."
2,2021-02-25,"I have used Yankee candles for many years; however, I was disappointed from this scent. It was very weak and you can barely smell it.It’s has a flowery scent, but you have to be very close to it to smell."
1,2020-09-22,It's FAKE!!!! DO NOT BUY!!!! We've been using Yankee candles for a decade now and this is the first time that we had a Yankee candle that doesn't have a scent/smell at all even for hours of burning. Another thing is it melts and easily. I'm definitely reporting this to Yankee Candle company.
1,2022-03-12,You can’t smell anything. Will not purchase again.
2,2010-11-20,"""Home Sweet Home 22 oz Classic Candle by Yankee Candle is a familiar, welcoming seasonal blend of cinnamon, cloves, pine, cedar, smoked firewood and vanilla. ""Not so much.  I honestly only noticed mild cinnamon and vanilla.  I just expect a stronger, but rich and true scent from Yankee."
