Rating,Date,Review
1,2016-02-02,Absolutely no scent. I ordered three Yankee candles and as I lit and burned all three there was absolutely no scent. I even asked a friend that came by and she agreed. I attribute it to maybe old candles?
1,2021-02-25,This is the tinies candle. Paid $20+ and thought it was a large candle but that’s not the case.
3,2012-05-30,"I thought that the smell would be stronger. Still a good candle, but not a 'housewarmer' as it is called."
1,2020-04-02,Wrong fragrance
2,2018-01-25,needs more sent
1,2020-11-22,"Candle arrived in melted condition, leaked out into box and separated from side of jar. Unable to use!"
1,2017-02-04,Why should 5I have to go out of my way to return a broken glass candle that was quite expensive?
1,2019-04-26,This is the most defective candle I have ever bought. I have always been a fan of yankee until now. I cant keep the candle lit. It sizzles like there is water in it
1,2022-03-02,Damaged.
1,2020-02-18,If you are looking for a Yankee Candle that throws great scent --this is NOT the one. I can't even smell it when it is directly in front of me. No scent whatsovever.
1,2021-02-05,Love this scent but uhhh I just received this candle and it is shattered!!😭
1,2020-07-12,"My lilac candle was delivered broken glass all inside box, i would like another one unbroken please, have not recieved any word back"
2,2018-02-16,First one came broken just thrown in boxHad to get replacement
1,2020-05-04,Love the smell of the candle but when I received it in the mail it seemed to have melted. There was pool up in the top lid and was not able to find the wick. So disappointing
1,2020-05-10,This candle came with the glass broken! I am very mad!!!!! It was a gift and it is disappointing that it was broken when they opened it.
1,2016-08-06,don't bother has no smell to it.  very disappointing
1,2020-07-10,Someone forgot to add the scent.
1,2017-01-31,The candle was received with the label messed up.  I returned it.
4,2018-02-13,Nice candle.
1,2019-06-08,"The candle most be old , I can barely smell it and it’s been burning for two hours."
1,2021-10-29,So 2 out of 3 came this way. 🤷🏼‍♀️
3,2014-12-30,Love Yankee candles but they have a lot of toxic fumes and smoke like crazy.
1,2020-04-30,I love this scent but the candle itself arrived shattered. The box literally had glass shards falling out of it before i even opened it up.
2,2017-11-25,"Yankee candles I have purchased in the past, I could smell the scent as soon as I open the box.But this one' scent is so faint, I have to stick my nose deep into the jar to get some whiff of lilac.Also there are many white spots on top of the candle which looks like fungus. Close examination tells they are not fungus, and I don't know what they are.Maybe this candle has been sitting in a warehouse for many years, hence the lack of scent and the weird white things on top."
1,2018-05-23,it does not produce any smell.
1,2020-07-24,"Have always loved this scent, however, ordered it the first time and it came shattered. Ordered a replacement and that one came the same way."
1,2021-12-22,I received the candle broken glass.
1,2017-07-26,NO scent.
1,2019-10-30,"As much as I love Yankee Candles they are no good if the packaging has them end up in pieces. It is hazard to handle the broken glass, so this is going in the garbage...Very disappointed : ("
1,2020-08-24,"Wrong advertisement: I received PINK SANDS fragrance not Lilac blossom. Nothing against Pink Sands, but that’s not what I ordered."
2,2017-05-08,I never spent this much on a candle but thought I would give it a try to hopefully to add a fragrance to my room. After 5 minutes of burning there was no scent coming from it and I was only 3 feet away from it
1,2018-01-24,Arrived broken.
1,2021-11-08,
1,2016-09-24,"It smelled fine, but the glass container is shattered to bit!"
1,2020-07-10,Won’t buy again
1,2021-01-09,I love the scent. But it doesn’t last as long as advertised. Not worth price
1,2020-05-22,My item arrived broken and shattered.
1,2019-07-19,Didn’t burn like a Yankee candle?
2,2015-12-16,I had to return this item because the wick was not long enough to light the candle! The fragrance was ok. I would not choose this one again. Very disappointed.
1,2020-09-23,"too soft, almost imperceptible"
1,2018-10-21,Broken replace the 2 or credit my acct for 2
1,2020-02-10,Yankee Candles don't smell up the room like they used to!  Very disappointed and won't be purchasing them again!
1,2021-05-03,This was like burning wax without a scent.
2,2015-09-12,For those days when you want your house to smell like a funeral home.
1,2021-02-28,Box of broken glass with a very pleasant aroma
1,2019-03-31,Want refund
1,2018-05-12,"Not very strong scent.  Do not smell when walk in room, etc."
1,2020-10-29,Product came broken in the package and glass was everywhere. Essentially unusable at this point.
2,2016-07-13,"I love this smell; however, when it came in the mail, it was on its side. This resulted in the wax pooling to one side of the container. I had to leave it in the sun all day to even it out."
1,2020-05-31,My mom received a bag of zip ties!!!!! Not the candle!!
1,2018-03-07,Came broken
1,2018-10-26,"Thus was a real waste of money can not smell nothing, These candles  suck never buy then again."
1,2019-04-27,Arrived damaged
1,2021-10-07,Sent seperates from wax .
1,2020-05-13,My candle was not handed with care it come broken not happy with this payed $20 and don’t know if I use it
1,2019-09-22,Smells like a nursing home :(
1,2020-06-04,"I ordered the ""Fresh Cut Roses"" and received ""White Gardenia"" instead.."
1,2018-04-16,It burned Very strange. A 2 inch in circumference tree down in the middle and then I had to scrape the size just to get the candle to burn correctly there is something wrong with the batch of candles that I received
1,2019-08-28,No wick even to lite the candle. I must say that I’m deeply disappointed and shocked by how this could happen.
1,2019-02-06,Too strong small doesn’t seem like it’s from yankiCandle
1,2015-04-29,"If I could, I would give this 0 stars. Unbelievably bad packaging. Holder came SHATTERED. I tried to use the candle anyway but it burned completely unevenly without the holder surrounding in. Complete waste of money."
1,2021-03-02,DO NOT BUY. HAS NO SCENT.
1,2020-05-08,"It smells great of course. Thing is, it's all melted and spilling out the lid. There also isn't a wick so I can't even use this."
1,2020-12-14,Ordered 4 2 of them were broken
1,2017-02-03,These candles are not the real deal. They are not nearly as fragrant as the real yankee candles. I was highly disappointed.
1,2020-08-08,Love this scent. Have ordered before. But this time candle was melted and wax is over wick
1,2020-05-07,In the description they stated that it was a six pack. I only received 1. I want the other 5.
1,2020-02-06,Well mine came in the mail broken so that’s neat!
1,2020-07-22,All the glass on this candle was broken when I opened the box. Very disappointing.
1,2019-10-07,It Was melted on its side. Covering the wick
1,2021-02-17,Little scent
1,2021-01-31,Very disappointed. It is not flower scent.
1,2020-07-23,Arrived broken :/
1,2020-08-29,Came broken
1,2021-01-11,"This is not a yankke candle, horrible scent!"
1,2016-02-12,didn't smell good at all
1,2020-07-22,arrived broken in pieces
1,2020-05-14,It was damaged and now there’s no way to arrange refund. $85 for broken jars!!! I’m
1,2017-11-08,Not happy with the candle. I let it lit for half an hour there was not much smell of the candle like there was no perfume !!!
1,2020-09-20,It was cracked this the second yankee candle I have purchased that was cracked
1,2020-08-16,Disappointed- very little smell; not like they use to be!
1,2020-05-10,The candle arrived broken :(
1,2021-08-10,Broken
1,2016-06-22,The label is not the same as Yankee candle retailer. Possibly fraudulent.
1,2019-11-26,Hardly a scent to this candle.  Very disappointed
1,2020-07-21,2 out of 3 candles were smashed. Packaging was good but glass on candles were broke.
1,2019-04-29,Arrived with broken glass even with box and jar cover.  Afraid to light candle since jar is cracked at the top and looks to continue cracking with wear.
2,2016-04-29,Not as posted described. I wanted black coconut and received Yankee candle black island Palm ? Never saw such a scent from Yankee..
2,2013-04-02,"Do not at all like the smell, it is a wedding gift, hope they like the strong scent of roses"
